grdc_no,river,station,area,altitude,lat_org,long_org,lat_pp,long_pp,dist_km,area_calc,quality,type,comment,source
1748500.0,SANGHA,SALO,68400.0,373.0,3.1833,16.1167,3.1854,16.1187,0.3,71533.1,High,Automatic,Area difference <= 5% and distance <= 5 km,hydrosheds
1749030.0,MBALI LIM,BOALI,4410.0,507.0,4.8833,18.0333,4.88333,18.035,0.2,4542.3,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
1749050.0,LOBAYE,M'BATA,31300.0,336.47,3.6667,18.3,3.66833,18.3,0.2,30912.0,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
1749080.0,MPOKO,BOSSELE-BALI,10800.0,349.7,4.5333,18.4667,4.53167,18.46667,0.2,10675.0,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
1749100.0,UBANGI,BANGUI,499000.0,336.0,4.3667,18.5833,4.3562,18.5854,1.2,491020.6,High,Automatic,Area difference <= 5% and distance <= 5 km,hydrosheds
1749150.0,OMBELLA,OMBELLA,3420.0,375.58,5.1667,18.8667,5.1562,18.8646,1.2,3494.3,High,Automatic,Area difference <= 5% and distance <= 5 km,hydrosheds
1749200.0,TOMI,SIBUT,3380.0,398.59,5.7333,19.0833,5.73167,19.08167,0.3,2547.5,Low,Automatic,Area difference 10-50% and distance <= 5 km,merit
1749400.0,BANGUI KETTE,ALINDAO,4450.0,424.23,5.05,21.2,5.04917,21.2,0.1,4632.4,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
1749480.0,KOTTO,KEMBE,77750.0,-7.45,4.6,21.9167,4.5979,21.9187,0.3,77801.5,High,Automatic,Area difference <= 5% and distance <= 5 km,hydrosheds
1749500.0,MBOMOU,BANGASSOU,115000.0,468.52,4.7167,22.8167,4.7229,22.8188,0.7,120207.9,High,Automatic,Area difference <= 5% and distance <= 5 km,hydrosheds
1749510.0,MBARI,LOUNGOUMBA,28300.0,469.44,4.7333,22.6833,4.73375,22.68292,0.1,23841.0,Low,Automatic,Area difference 10-50% and distance <= 5 km,merit
1749550.0,CHINKO,RAFAI,52500.0,507.4,4.9667,23.9167,4.9688,23.9187,0.3,52485.9,High,Automatic,Area difference <= 5% and distance <= 5 km,hydrosheds
1749600.0,MBOMOU,ZEMIO,29300.0,550.4,5.0333,25.15,5.03,25.15083,0.4,27663.0,Medium,Automatic,Area difference 5-10% and distance <= 5 km,merit
1749700.0,KERRE,KERRE,3740.0,561.77,5.35,25.75,5.35,25.74833,0.2,3828.6,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
1749800.0,OUARRA,OBO,5670.0,-5.46,5.4,26.5,5.40583,26.5,0.6,6025.2,Medium,Automatic,Area difference 5-10% and distance <= 5 km,merit
1769050.0,AWACH KIBUON,OYUGIS-KINDU,540.0,-999.0,-0.37,34.63,-0.37083,34.63667,0.7,537.68,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
1769100.0,NYANDO,AHERO BRIDGE,2625.0,-999.0,-0.1688,34.9146,-0.16833,34.91917,0.5,2733.5,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
1769150.0,ANOMAT,TWIN BRIDGE,606.0,-999.0,-0.18,35.17,-0.2021,35.2479,9.0,388.9,Low,Manual,"Stations were relocated manually, area difference between 10-50%",hydrosheds
1769200.0,NYANDO,MUHORONI,1419.0,-999.0,-0.16,35.16,-0.1646,35.1604,0.5,1489.0,High,Automatic,Area difference <= 5% and distance <= 5 km,hydrosheds
1789300.0,TANA,GARISSA,42220.0,137.0,-0.4646,39.6354,-0.46375,39.63625,0.1,32627.0,Low,Automatic,Area difference 10-50% and distance <= 5 km,merit
1812100.0,SENEGAL FLEUVE,DAGANA,268000.0,-999.0,16.52,-15.5,16.5271,-15.5062,1.0,391120.8,Low,Automatic,Area difference 10-50% and distance <= 5 km,hydrosheds
1812300.0,SENEGAL FLEUVE,MATAM,230000.0,-999.0,15.65,-13.25,15.6479,-13.2479,0.3,342092.3,Low,Automatic,Area difference 10-50% and distance <= 5 km,hydrosheds
1812500.0,SENEGAL FLEUVE,BAKEL,218000.0,11.0,14.9,-12.45,14.90167,-12.4525,0.3,322300.0,Low,Automatic,Area difference 10-50% and distance <= 5 km,merit
1812600.0,FALEME RIVIERE,KIDIRA,28900.0,20.0,14.45,-12.22,14.4575,-12.20667,1.7,28725.0,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
1813180.0,SIMA,SINTHIANG KOUNDARA,495.0,-999.0,13.25,-13.92,13.25167,-13.9125,0.8,585.08,Low,Automatic,Area difference 10-50% and distance <= 5 km,merit
1813200.0,GAMBIA,GOULOUMBOU,42000.0,0.0,13.47,-13.73,13.4729,-13.7271,0.4,41889.2,High,Automatic,Area difference <= 5% and distance <= 5 km,hydrosheds
1813250.0,NIAOULE,NIAOULE TANOU,1230.0,10.0,13.48,-13.68,13.4646,-13.6812,1.7,1305.0,Medium,Automatic,Area difference 5-10% and distance <= 5 km,hydrosheds
1813300.0,KOULOUNTOU,GUE DU P.N.N.K.,5350.0,-999.0,12.78,-13.48,12.7854,-13.4729,1.0,5034.0,Medium,Automatic,Area difference 5-10% and distance <= 5 km,hydrosheds
1813320.0,KOULOUNTOU,MISSIRAH GOUNAS,6200.0,1.85,13.2,-13.62,13.20167,-13.61333,0.7,6350.2,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
1813350.0,SANDOUGOU,SINTHIOU MALEME,6900.0,-999.0,13.82,-13.9,13.81917,-13.90083,0.1,6953.0,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
1813400.0,NIERI KO,GOUMBEYEL,6800.0,-999.0,13.68,-13.17,13.6812,-13.1771,0.8,6790.5,High,Automatic,Area difference <= 5% and distance <= 5 km,hydrosheds
1813450.0,GAMBIA,WASSADOU AVAL,33500.0,4.0,13.35,-13.38,13.3475,-13.37833,0.3,32859.0,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
1813460.0,GAMBIA,WASSADOU AMONT,21200.0,5.0,13.35,-13.37,13.34833,-13.37,0.2,21206.0,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
1813500.0,GAMBIA,SIMENTI,20500.0,10.0,13.03,-13.3,13.02417,-13.29417,0.9,20406.0,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
1813550.0,DIAGHA,PONT ROUTIER,760.0,47.0,12.62,-12.77,12.62,-12.77417,0.5,772.69,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
1813600.0,NIOKOLO KOBA,PONT ROUTIER,3000.0,48.0,13.07,-12.73,13.06958,-12.72958,0.1,3036.5,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
1813650.0,TIOKOYE,PONT ROUTIER,950.0,113.0,12.57,-12.53,12.57167,-12.535,0.6,981.08,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
1813700.0,GAMBIA,MAKO,10450.0,75.0,12.87,-12.35,12.84875,-12.35125,2.4,10440.0,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
1813750.0,SILI,PONT ROUTIER,90.0,-999.0,12.53,-12.27,12.53875,-12.26375,1.2,92.402,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
1813780.0,GAMBIA,KEDOUGOU,7550.0,102.0,12.55,-12.18,12.54833,-12.18,0.2,7595.6,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
1813800.0,DIAGUIRI,PONT ROUTIER,1010.0,-999.0,12.63,-12.08,12.625,-12.085,0.8,1064.7,Medium,Automatic,Area difference 5-10% and distance <= 5 km,merit
1814070.0,RIO GEBA,SONACO,7340.0,4.0,12.43,-14.5,12.43,-14.5,0.0,7224.7,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
1814400.0,RIO GEBA,KAYANGA AVAL (PONT WASSADOU),2870.0,-999.0,12.83,-14.13,12.82833,-14.13,0.2,3107.0,Medium,Automatic,Area difference 5-10% and distance <= 5 km,merit
1815020.0,RIOCORUBAL,SALTINHO AMONT,23840.0,26.0,11.56,-14.67,11.54917,-14.67917,1.6,22450.0,Medium,Automatic,Area difference 5-10% and distance <= 5 km,merit
1815070.0,RIOCORUBAL,TCHE-TCHE,21880.0,35.0,11.93,-14.21,11.93083,-14.21,0.1,20810.0,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
1816100.0,PENTIOR,BOUNGA BAMBARA,88.5,-999.0,14.75,-17.17,14.77833,-17.1875,3.7,96.062,Medium,Automatic,Area difference 5-10% and distance <= 5 km,merit
1816200.0,NEMA,NEMA BA,58.0,-999.0,13.73,-16.48,13.7354,-16.4729,1.0,52.4,Medium,Automatic,Area difference 5-10% and distance <= 5 km,hydrosheds
1816400.0,CASAMANCE,KOLDA,3700.0,1.0,12.8896,-14.9354,12.89083,-14.93833,0.3,3662.3,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
1816450.0,MARIGOT DE SARE KOUTAYEL,SARE KOUTAYEL,640.0,-999.0,12.92,-14.88,12.92083,-14.88,0.1,652.52,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
1816490.0,TIANGOL DIANGUINA,SARE SARA,815.0,-999.0,12.83,-14.75,12.83167,-14.74833,0.3,827.19,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
1816500.0,KHORINE,MEDINA OMAR,385.0,-999.0,12.85,-14.73,12.85083,-14.73167,0.2,381.15,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
1834010.0,SOKOTO,KENDE,-999.0,-999.0,11.5228,4.2506,11.5229,4.2479,0.3,181242.22,High,Manual,Station and river name could be identified,hydrosheds
1834015.0,RIVER NIGER,BARO,-999.0,-999.0,8.583,6.383,8.5979,6.4062,3.0,1734858.4,High,Manual,Station and river name could be identified,hydrosheds
1834020.0,RIVER NIGER,ONITSHA,-999.0,-999.0,6.1625,6.7755,6.1604,6.7688,0.8,2120215.67,High,Manual,Station and river name could be identified,hydrosheds
1834025.0,RIVER KADUNA,WUYA,-999.0,-999.0,9.1426,5.8337,9.1438,5.8354,0.2,64596.14,High,Manual,Station and river name could be identified,hydrosheds
1834100.0,RIVER NIGER,JEBBA,-999.0,-999.0,9.18,4.82,9.1396,4.7979,5.1,1605091.6,Low,Manual,Stations were relocated manually,hydrosheds
1834101.0,RIVER NIGER,LOKOJA,-999.0,-999.0,7.8,6.7667,7.7771,6.7521,3.0,2061636.3,High,Automatic,Station and river name could be identified,hydrosheds
1834110.0,RIVER NIGER,YIDERE BODE,-999.0,-999.0,11.3833,4.1333,11.3771,4.1271,1.0,1537347.8,High,Automatic,Station and river name could be identified,hydrosheds
1835010.0,BENUE RIVER,WURO BOKI,-999.0,-999.0,9.3844,12.7933,9.3812,12.7938,0.4,102212.15,High,Manual,Station and river name could be identified,hydrosheds
1835015.0,KATSENA,KATSINA ALA,-999.0,-999.0,7.151,9.2883,7.15042,9.28792,0.1,16800.0,High,Manual,Station and river name could be identified,merit
1835020.0,BENUE RIVER,MAKURDI,-999.0,-999.0,7.7462,8.5321,7.7479,8.5312,0.2,303280.64,High,Manual,Station and river name could be identified,hydrosheds
1835025.0,BENUE RIVER,UMAISHA,-999.0,-999.0,8.0028,7.1845,7.9896,7.1937,1.8,334191.16,High,Manual,Station and river name could be identified,hydrosheds
1835300.0,RIVER DONGA,DONGA,-999.0,-999.0,7.72,10.0,7.7104,10.0188,2.3,12530.4,High,Automatic,Station and river name could be identified,hydrosheds
1835500.0,RIVER GONGOLA,DADIN KOWA,-999.0,-999.0,10.2991,11.5134,10.3021,11.5146,0.4,32225.3,High,Manual,Station and river name could be identified,hydrosheds
1835800.0,BENUE RIVER,YOLA,107000.0,-999.0,9.25,12.5,9.2521,12.5021,0.3,104376.0,High,Automatic,Area difference <= 5% and distance <= 5 km,hydrosheds
1835900.0,BENUE RIVER,IBI,-999.0,-999.0,8.2,9.7333,8.1896,9.7354,1.2,258646.2,High,Automatic,Station and river name could be identified,hydrosheds
1837101.0,YOBE,YAU,84140.0,292.0,13.5622,13.2348,13.5646,13.2354,0.3,153308.6,Medium,Manual,"Location seems correct, but GRDC area seems wrong",hydrosheds
1837102.0,YOBE,DAYA,-999.0,298.0,13.5168,13.1335,13.5229,13.1271,1.0,153103.6,High,Manual,Station and river name could be identified,hydrosheds
1837103.0,YOBE,GASHAGAR,83074.0,303.0,13.3769,12.7938,13.3771,12.7896,0.5,152451.8,Medium,Manual,"Location seems correct, but GRDC area seems wrong",hydrosheds
1837104.0,YOBE,DAMASAK,82562.0,306.0,13.2778,12.6211,13.2771,12.6188,0.3,152190.0,Medium,Manual,"Location seems correct, but GRDC area seems wrong",hydrosheds
1837106.0,YOBE,GEIDAM,67340.0,325.0,12.9899,11.9705,12.9604,11.9104,7.3,67277.8,High,Manual,"Station and river name could be identified, area difference <= 5%",hydrosheds
1837107.0,YOBE,GASHUA,62150.0,335.0,12.8619,11.0454,12.8604,11.0438,0.2,48767.4,Low,Automatic,Area difference 10-50% and distance <= 5 km,hydrosheds
1837200.0,KOMADUGU GANA,DAPCHI,14504.0,338.0,12.4935,11.5073,12.49167,11.50917,0.3,13988.0,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
1837202.0,KOMADUGU GANA,KARI,5869.0,401.0,11.2539,10.5572,11.25417,10.5575,0.0,5938.7,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
1837250.0,RIVER JAMAARE,KATAGUM,15000.0,358.0,12.2809,10.3677,12.2812,10.3688,0.1,13891.2,Medium,Automatic,Area difference 5-10% and distance <= 5 km,hydrosheds
1837253.0,RIVER JAMAARE,FOGGO,9842.0,407.0,11.424,9.9508,11.42417,9.95,0.1,9779.6,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
1837255.0,RIVER JAMAARE,BUNGA,7977.0,473.0,10.93,9.6056,10.93042,9.60542,0.1,7094.6,Low,Automatic,Area difference 10-50% and distance <= 5 km,merit
1837275.0,DOGWALO,BIRNIN KUDU,1891.0,419.0,11.4278,9.4874,11.4354,9.5354,5.3,1793.1,Medium,Manual,"Station or river name could be identified, area difference between 5-10%",hydrosheds
1837285.0,IGGI,IGGI,1334.0,415.0,11.528,9.3366,11.52792,9.33708,0.1,1365.0,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
1837400.0,HADEJIA,GABARUA (OLD BRANCH HADJERA),-999.0,347.0,12.7633,10.6803,12.7604,10.6812,0.3,23868.1,High,Manual,Station and river name could be identified,hydrosheds
1837401.0,HADEJIA,HADEJIA,30435.0,357.0,12.4406,10.0308,12.4396,10.0312,0.1,22538.0,Low,Automatic,Area difference 10-50% and distance <= 5 km,hydrosheds
1837408.0,HADEJIA,SOUTH BRANCH AT SUNTULMAWA,18640.0,390.0,12.0979,9.1879,12.0979,9.1854,0.3,18763.7,High,Automatic,Area difference <= 5% and distance <= 5 km,hydrosheds
1837409.0,HADEJIA,DABI,-999.0,394.0,12.0797,8.9594,12.0771,8.9646,0.6,18472.2,Low,Manual,Stations were relocated manually,hydrosheds
1837410.0,HADEJIA,WUDIL,16380.0,413.0,11.7972,8.8341,11.79708,8.83375,0.0,16685.0,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
1837420.0,KAFIN HAUSA,KAFIN HAUSA,-999.0,365.0,12.2608,9.9183,12.2479,9.9188,1.4,416.1,High,Manual,Station and river name could be identified,hydrosheds
1837430.0,KANO RIVER,CHIROMAWA,6975.0,466.0,11.6114,8.3773,11.61167,8.3775,0.0,7032.1,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
1837431.0,KANO RIVER,TIGA DAM,6553.0,497.0,11.4683,8.4075,11.46833,8.40667,0.1,6552.0,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
1837432.0,KANO RIVER,FALGORE,4481.0,537.0,11.2056,8.6369,11.20542,8.63708,0.0,3631.8,Low,Automatic,Area difference 10-50% and distance <= 5 km,merit
1837433.0,KANO RIVER,RIRWAI,943.0,663.0,10.7539,8.8147,10.7521,8.8146,0.2,948.4,High,Automatic,Area difference <= 5% and distance <= 5 km,hydrosheds
1837440.0,RIVER DUKU,YARYASA,907.0,528.0,11.3466,8.3025,11.34708,8.30208,0.1,976.87,Medium,Automatic,Area difference 5-10% and distance <= 5 km,merit
1837450.0,RIVER CHALAWA,CHALLAWA BRIDGE,6890.0,441.0,11.9049,8.4133,11.90458,8.41292,0.1,6939.6,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
1837451.0,RIVER CHALAWA,CHALLAWA GORGE,3860.0,490.0,11.7417,8.0722,11.74,8.07333,0.2,3872.0,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
1837460.0,RIVER WATARI,GWARZO,1450.0,451.0,11.9633,8.4084,11.96333,8.40833,0.0,1455.6,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
1837461.0,RIVER WATARI,DAWAKIN TOFA,1127.0,465.0,12.075,8.3344,12.07458,8.33375,0.1,1155.1,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
1837462.0,RIVER WATARI,BAGWAI,653.0,493.0,12.1722,8.1556,12.1725,8.15583,0.0,651.64,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
1837470.0,JAKARA,GEZAWA,534.0,413.0,12.14,8.7031,12.14042,8.70292,0.1,564.17,Medium,Automatic,Area difference 5-10% and distance <= 5 km,merit
1837500.0,GARI,JEKARADE,1562.0,424.0,12.5928,8.4589,12.58833,8.45917,0.5,1624.4,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
1837501.0,GARI,KUNCHI,1155.0,466.0,12.4917,8.2686,12.49083,8.26917,0.1,853.75,Low,Automatic,Area difference 10-50% and distance <= 5 km,merit
1837510.0,TOMAS,BABARUGA,689.0,423.0,12.3167,8.5333,12.315,8.53333,0.2,709.93,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
1837520.0,TUWARA,KAZAURE,451.0,448.0,12.6517,8.4106,12.6521,8.4104,0.0,389.8,Low,Automatic,Area difference 10-50% and distance <= 5 km,hydrosheds
1837570.0,DUDURUN WARWADE,CHAI-CHAI,1710.0,390.0,12.0155,9.2683,12.00417,9.26333,1.4,1830.4,Medium,Automatic,Area difference 5-10% and distance <= 5 km,merit
1837580.0,DUDURUM GAYA,GAYA,782.0,411.0,11.8098,8.8804,11.8104,8.8771,0.4,557.5,Low,Automatic,Area difference 10-50% and distance <= 5 km,hydrosheds
1837700.0,RIVER NGADA,MAIDUGURI,-999.0,322.0,11.85,13.1667,11.8438,13.1688,0.7,8920.1,High,Manual,Station and river name could be identified,hydrosheds
1837701.0,RIVER NGADA,LOGOJERI,-999.0,329.0,11.685,13.3139,11.6854,13.3104,0.4,449.3,High,Manual,Station and river name could be identified,hydrosheds
1837800.0,YEDSERAM,BAMA,4750.0,328.0,11.5333,13.6833,11.5312,13.6812,0.3,5066.7,Medium,Automatic,Area difference 5-10% and distance <= 5 km,hydrosheds
1837801.0,YEDSERAM,UBA,-999.0,488.0,10.4556,13.2306,10.4604,13.2354,0.7,1088.9,Low,Manual,Stations were relocated manually,hydrosheds
1837810.0,MBULI,MBULI,-999.0,289.0,12.3167,14.1167,12.2604,14.1312,6.5,184.9,Low,Manual,Stations were relocated manually,hydrosheds
1870500.0,NYABARONGO,KIGALI,8900.0,1352.0,-2.0,30.0,-2.0,30.0,0.0,8394.3,Medium,Automatic,Area difference 5-10% and distance <= 5 km,merit
1870600.0,NYABARONGO,KANZENZE,14600.0,1338.0,-2.06,30.11,-2.0604,30.1104,0.1,14112.4,High,Automatic,Area difference <= 5% and distance <= 5 km,hydrosheds
1870800.0,KAGERA,RUSUMO,30200.0,1290.0,-2.38,30.79,-2.3775,30.78917,0.3,30625.0,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
1878100.0,WEBI SHABEELLE,AFGOI,278000.0,-999.0,2.17,45.09,2.1437,45.0688,3.8,217677.8,Low,Automatic,Area difference 10-50% and distance <= 5 km,hydrosheds
1878200.0,WEBI SHABEELLE,BALAD,272700.0,-999.0,2.37,45.42,2.3771,45.4146,1.0,216707.0,Low,Automatic,Area difference 10-50% and distance <= 5 km,hydrosheds
1878300.0,WEBI SHABEELLE,MAHADDEI UEN,255300.0,-999.0,3.0,45.53,2.9979,45.5187,1.3,211307.8,Low,Automatic,Area difference 10-50% and distance <= 5 km,hydrosheds
1878400.0,WEBI SHABEELLE,BULO BURTI,231000.0,-999.0,3.8646,45.5646,3.86417,45.56167,0.3,200100.0,Low,Automatic,Area difference 10-50% and distance <= 5 km,merit
1878500.0,WEBI SHABEELLE,BELET UEN,211800.0,-999.0,4.78,45.2,4.7812,45.1938,0.7,193440.9,Medium,Automatic,Area difference 5-10% and distance <= 5 km,hydrosheds
1880100.0,WEBI JUBBA,LUGH GANANA,179520.0,-999.0,3.5604,42.4688,3.5604,42.4688,0.0,169961.6,Medium,Automatic,Area difference 5-10% and distance <= 5 km,hydrosheds
1889100.0,RIO MESSALO,EST. NAIROTO MONTEPUZ (58262047),10450.0,-999.0,-12.5675,39.0,-12.56833,39.0,0.1,10038.0,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
1889200.0,RIO LICUARE,NICUADALA CAMPO (58279004),3743.0,-999.0,-17.5708,36.6917,-17.57083,36.69167,0.0,3881.7,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
1891500.0,ZAMBEZI RIVER,MATUNDO-CAIS (58316087),940000.0,117.0,-16.15,33.5917,-16.1521,33.5896,0.3,1103392.6,Low,Automatic,Area difference 10-50% and distance <= 5 km,hydrosheds
1894200.0,BUDZI,ESTAQUINHA (58415088),26871.0,35.0,-19.9583,34.1667,-19.9575,34.16583,0.1,26637.0,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
1894400.0,RIOPUNGOE,BUE-MARIA (58414066),15300.0,60.0,-19.0253,34.18,-19.025,34.18,0.0,15321.0,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
1894401.0,RIOPUNGOE,E.N.102 (58414065),3170.0,-999.0,-18.5583,33.25,-18.5479,33.2646,1.9,2658.5,Low,Automatic,Area difference 10-50% and distance <= 5 km,hydrosheds
1895500.0,RIOSAVE,VILLAFRANCA DO SAVE,100885.0,20.0,-21.1,34.68,-21.0979,34.6812,0.3,101511.7,High,Automatic,Area difference <= 5% and distance <= 5 km,hydrosheds
1895501.0,RIOSAVE,JUNGULO (58421047),102392.0,-999.0,-21.1417,34.5333,-21.1396,34.5312,0.3,101109.6,High,Automatic,Area difference <= 5% and distance <= 5 km,hydrosheds
1896500.0,LIMPOPO RIVER,CHOKWE,342000.0,23.0,-24.5,33.0,-24.4979,33.0062,0.7,342958.3,High,Automatic,Area difference <= 5% and distance <= 5 km,hydrosheds
1896501.0,LIMPOPO RIVER,SICACATE (58510036),416522.0,-999.0,-24.7444,33.5431,-24.7437,33.5438,0.1,403531.9,High,Automatic,Area difference <= 5% and distance <= 5 km,hydrosheds
1896502.0,LIMPOPO RIVER,COMBOMUNE (58510033),266350.0,-999.0,-23.4606,32.4333,-23.4604,32.4312,0.2,258770.3,High,Automatic,Area difference <= 5% and distance <= 5 km,hydrosheds
1896510.0,OLIFANTSRIVIER,MACUCO (58521039),68550.0,-999.0,-23.95,31.9,-23.9479,31.8938,0.7,68287.6,High,Automatic,Area difference <= 5% and distance <= 5 km,hydrosheds
1897500.0,RIOINCOMATI,CHOBELA,37600.0,14.0,-25.02,32.73,-25.0146,32.7313,0.6,38277.9,High,Automatic,Area difference <= 5% and distance <= 5 km,hydrosheds
1897501.0,RIOINCOMATI,RESSANO GARCIA C.F. (58613123),21773.0,-999.0,-25.4347,31.9936,-25.4354,31.9937,0.1,21680.4,High,Automatic,Area difference <= 5% and distance <= 5 km,hydrosheds
1897550.0,RIOSABIE,MACHATUINE (58612030),6345.0,-999.0,-25.17,32.0683,-25.16833,32.07,0.3,6311.6,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
1898500.0,UMBULUZI RIVER,BOANE,5400.0,8.0,-26.05,32.32,-26.04917,32.32,0.1,5276.7,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
1898501.0,UMBULUZI RIVER,GOBA MONTANTE (58621010),3034.0,-999.0,-26.1967,32.1164,-26.1979,32.1146,0.2,3003.6,High,Automatic,Area difference <= 5% and distance <= 5 km,hydrosheds
1898550.0,RIOIMPAMPUTO,NAMAACHA CASCATA (58621016),40.0,-999.0,-25.9667,32.0417,-25.96583,32.04167,0.1,40.168,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
1899100.0,MAPUTO,MADUBULA (58631006),29476.0,11.0,-26.79,32.44,-26.79167,32.44083,0.2,29387.0,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
1899101.0,MAPUTO,FRONTIERA OESTE (58632293),16427.0,-999.0,-26.85,32.1333,-26.84583,32.1425,1.0,16385.0,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
1926100.0,RIO PAPAGAIO,BELA VISTA,12.7,30.0,1.63,7.42,1.6313,7.4146,0.6,12.4,High,Automatic,Area difference <= 5% and distance <= 5 km,hydrosheds
1926300.0,RIO LEMBA,S.JOSE,31.9,100.0,0.23,6.5,0.22333,6.49667,0.8,32.345,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
1926500.0,RIO IO GRANDE,MANUEL CAROCA,103.2,12.0,0.12,6.65,0.12,6.63417,1.8,103.02,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
1926550.0,RIO ABADE,BOMBAIM,11.8,500.0,0.25,6.65,0.25583,6.63833,1.5,12.07,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
1926600.0,RIO DO OURO,BOA ESPERANCA,13.8,400.0,0.33,6.63,0.33,6.63,0.0,10.933,Low,Automatic,Area difference 10-50% and distance <= 5 km,merit
1926610.0,RIO DO OURO,C.H.,-999.0,-999.0,0.33,6.63,0.3479,6.6354,2.1,21.8,High,Automatic,Station and river name could be identified,hydrosheds
1926650.0,RIO MANUEL JORGE,PIAN PIAN,22.6,200.0,0.23,6.7,0.1938,6.6979,4.0,22.2,High,Automatic,Area difference <= 5% and distance <= 5 km,hydrosheds
1926800.0,RIO ABADE,AGUA-IZE,36.5,58.0,0.23,6.73,0.23,6.72917,0.1,49.723,Low,Automatic,Area difference 10-50% and distance <= 5 km,merit
1928130.0,LERABA,FOURKOURA,2550.0,-999.0,10.3,-5.38,10.29583,-5.37833,0.5,2562.3,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
1928250.0,LERABA,DOUNA,820.0,296.0,10.63,-5.12,10.6271,-5.1146,0.7,817.3,High,Automatic,Area difference <= 5% and distance <= 5 km,hydrosheds
1928370.0,LERABA,NIOFILA,710.0,303.0,10.68,-5.1,10.68,-5.09917,0.1,725.31,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
1928490.0,LERABA,YENDERE,5930.0,264.0,10.17,-5.07,10.17,-5.065,0.5,5922.1,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
1928625.0,KOMOE,KARFIGUELA,812.0,-999.0,10.73,-4.83,10.7312,-4.8312,0.2,824.3,High,Automatic,Area difference <= 5% and distance <= 5 km,hydrosheds
1928745.0,KOMOE,DIARABAKOKO,2350.0,257.0,10.48,-4.78,10.47708,-4.77708,0.5,2412.0,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
1928865.0,KOMOE,FOLONZO,9480.0,-999.0,9.85,-4.62,9.845,-4.61417,0.8,9039.8,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
1931025.0,BLACK VOLTA,BANZO,2816.0,323.0,11.32,-4.82,11.32,-4.82,0.0,2794.2,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
1931055.0,BLACK VOLTA,GUENA,800.0,383.0,11.08,-4.68,11.08167,-4.6825,0.3,771.69,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
